A	B	C	D	E	F	G
-9.1	37	1	2000	-21.1	0	81
-9.1	33	2.3	2000	-22.4	0	55
-9.4	36	1.9	2000	-21.7	0	66
-9.8	37	1.7	2000	-21.7	0	105
-10.1	38	2.3	2000	-21.7	0	262
-10.2	35	1.8	2000	-22.7	0	502
-9.8	33	2	1997	-23	0.17	279
-8.5	29	2.4	1992	-23.4	0.56	146
-6.8	28	2.1	1986	-22.3	0.88	213
-5.5	21	2.1	1941	-24.4	1.08	230
-4.7	18	3.7	2000	-25.4	1.16	258
-4	18	2.4	2000	-24.8	1.09	231
-3.1	16	2.2	2000	-25.4	0.9	228
-3.2	23	2.7	2000	-21.4	0.57	269
-4.2	26	2.2	2000	-20.8	0.2	314
-5.2	32	2.2	2000	-19.3	0	466
-5.5	31	2.1	2000	-19.9	0	315
-5.9	34	0.9	2000	-19.2	0	262
-6.4	34	1.2	2000	-19.7	0	242
-6.4	36	1.3	2000	-19	0	243
-6.3	39	0.9	2000	-18	0	216
-6.5	41	1.7	2000	-17.6	0	164
-6.6	39	1.4	2000	-18.2	0	169
-6.6	34	1.8	2000	-19.8	0	163
-6	32	2.5	2000	-20	0	86
-5.8	32	1.6	2000	-19.8	0	50
-5.7	28	1.2	2000	-21.3	0	61
-5.5	24	0.5	2000	-22.9	0	103
-5	31	0.5	2000	-19.5	0	257
-4.7	30	0.6	2000	-19.6	0	554
-4.3	38	0.7	1877	-16.5	0.04	326
-3.4	33	1.3	1863	-17.4	0.33	225
-2.1	34	1	1868	-15.8	0.65	288
-0.8	38	1	1686	-13.3	0.75	286
0.8	46	1.4	1598	-9.5	0.8	301
0.8	55	1.8	1132	-7.2	0.59	311
0.4	57	2.4	1179	-7.1	0.36	303
0.3	57	2.3	1204	-7.2	0.19	390
0.2	58	2	1159	-7.1	0.08	407
-0.6	62	1.6	1129	-6.9	0	552
-0.4	62	0.9	1103	-6.8	0	402
-0.3	62	1.3	1040	-6.7	0	319
-0.2	62	0.6	986	-6.6	0	332
0	63	1.3	968	-6.2	0	285
0.1	63	1.1	1003	-6.1	0	260
0.2	63	0.7	925	-6	0	233
0.3	63	0.7	760	-5.9	0	269
0.5	63	1	691	-5.7	0	210
0.6	64	0.4	731	-5.4	0	135
0.6	65	0.4	712	-5.2	0	85
0.7	66	0.7	687	-4.9	0	67
0.8	68	0.6	673	-4.4	0	128
0.9	67	0.6	658	-4.5	0	289
1	68	0.6	624	-4.2	0	636
1.2	67	0.2	591	-4.2	0.06	353
1.9	65	0.3	562	-3.9	0.17	252
3.1	62	1.1	517	-3.4	0.29	317
4.3	62	1.6	472	-2.3	0.52	363
5.2	58	2.5	435	-2.4	0.81	370
5.7	54	3.5	418	-2.9	0.83	419
5.7	53	2.7	408	-3.1	0.65	426
5.4	56	2.2	396	-2.6	0.39	504
4.5	59	1.6	384	-2.8	0.14	534
3.6	62	1.4	389	-3	0.01	574
2.7	68	1.2	348	-2.6	0	395
1.7	73	0.5	332	-2.6	0	292
1	77	1.5	297	-2.5	0	282
0.8	77	1.4	293	-2.7	0	294
0.3	80	0.8	264	-2.7	0	236
-0.4	83	1.2	247	-2.9	0	240
-0.5	83	0.7	244	-3	0	234
-0.9	84	0.6	230	-3.2	0	192
-1.1	83	0.8	237	-3.6	0	127
-1.1	83	0.7	242	-3.6	0	86
-1.2	81	0.8	258	-4	0	52
-1.1	81	1	253	-3.9	0	62
-0.7	79	0.7	259	-3.8	0	88
-0.4	78	0.5	249	-3.7	0	162
0.2	76	1.3	249	-3.5	0.03	224
0.8	73	0.5	248	-3.4	0.15	208
2	69	1	257	-3.1	0.32	237
3.2	64	0.8	258	-2.9	0.47	274
4	62	1	256	-2.6	0.51	333
4.3	60	1.2	272	-2.7	0.4	356
4.3	61	0.7	274	-2.5	0.23	337
4.1	63	0.7	263	-2.3	0.13	345
3.8	64	0.9	250	-2.3	0.01	183
3	84	1.7	137	0.5	0	45
2.3	89	0.6	96	0.6	0	40
1.9	90	0.9	88	0.4	0	66
1.8	92	1.1	109	0.6	0	64
1.8	92	1.2	94	0.6	0	30
1.4	92	1.9	73	0.2	0	42
0.9	95	1.8	63	0.1	0	43
0.5	95	2.1	79	-0.2	0	43
0.4	95	1.7	110	-0.3	0	65
0.3	91	2	172	-1	0	65
-0.2	87	3.5	246	-2.1	0	32
-0.8	85	2.8	329	-3	0	22
-1.3	84	2.4	425	-3.6	0	25
-1.8	86	1.7	367	-3.8	0	39
-2.1	86	1.4	354	-4.1	0	84
-1.9	82	1.6	410	-4.5	0.15	103
-0.5	73	1.7	609	-4.7	0.53	110
0.8	62	2.8	801	-5.6	0.88	142
1.4	47	4.5	1388	-8.7	1.1	209
2.5	36	3.7	1578	-11	1.15	267
3	28	3.8	1956	-13.7	1.1	262
3.1	25	3.9	2000	-15	0.9	300
2.7	26	2.7	2000	-14.9	0.59	272
1.7	30	2.9	2000	-14	0.22	240
0.7	31	2.3	2000	-14.5	0.01	215
0	31	2.2	2000	-15.1	0	163
-1	32	0.9	2000	-15.6	0	161
-1.6	35	1	2000	-15.1	0	179
-2.1	36	1.7	2000	-15.2	0	155
-2.6	40	0.6	2000	-14.3	0	227
-3.2	40	0.5	1358	-14.9	0	206
-3.3	41	0.7	2000	-14.7	0	230
-3.7	42	0.9	2000	-14.7	0	178
-4	44	1	2000	-14.4	0	119
-4.2	53	1.1	1994	-12.3	0	62
-4.4	54	0.8	1786	-12.3	0	61
-4.5	51	1.1	2000	-13.1	0	65
-4.7	56	1.1	2000	-12.1	0	81
-5	55	1	2000	-12.6	0	89
-4.3	39	0.7	1973	-16.2	0.15	121
-1.6	32	0.8	1766	-16.1	0.53	139
0.1	27	2.2	1874	-16.7	0.84	169
1.5	20	2.8	1992	-19	1.03	225
2.4	22	2.3	1921	-17.2	1.1	248
3.7	24	2.1	1906	-15	1.01	298
3	27	2.9	1715	-14.2	0.78	344
3	28	2.5	1864	-13.7	0.51	310
1.8	33	3.3	1913	-12.8	0.18	271
0.8	34	1.9	1887	-13.3	0.01	218
-0.1	39	1.3	1911	-12.4	0	125
-0.3	40	1.2	1936	-12.2	0	206
-0.9	44	1.2	1871	-11.6	0	203
-1.3	48	0.8	1927	-10.9	0	168
-1.6	51	0.7	1882	-10.4	0	154
-1.8	54	1.1	1772	-9.8	0	148
-2.1	56	0.8	1732	-9.7	0	108
-2.3	62	0.9	1560	-8.6	0	69
-2.5	62	0.4	1626	-8.7	0	41
-2.7	67	0.5	1302	-7.9	0	31
-3.1	67	0.6	1384	-8.3	0	58
-3.2	67	0.4	1409	-8.4	0	139
-3.2	69	0.5	1249	-8	0	344
-3.4	71	0.8	1179	-7.9	0	655
-3.1	66	0.2	1168	-8.5	0.12	315
-1.4	50	1.9	1355	-10.5	0.38	208
-0.4	40	2.3	1633	-12.3	0.66	269
0.9	29	1.9	1761	-15.1	0.88	293
1.5	23	3.6	1970	-17.4	0.95	273
1.7	20	4.4	1995	-18.9	0.91	302
1.5	22	3	1998	-17.9	0.76	295
1.3	23	2.9	2000	-17.6	0.51	320
0.3	27	2.6	2000	-16.5	0.18	373
-0.8	24	2.3	2000	-18.9	0.01	675
-1.3	28	2.4	2000	-17.5	0	403
-1.9	26	2.2	2000	-18.9	0	364
-2.6	28	2	2000	-18.6	0	304
-3.4	33	2.4	2000	-17.4	0	273
-3.8	35	2.3	2000	-17	0	186
-4.3	38	1.4	2000	-16.5	0	160
-5	42	1.2	1993	-15.9	0	130
-5.5	43	2	2000	-16.1	0	110
-6.1	45	1.3	1999	-16.1	0	67
-6.1	45	2.3	2000	-16.1	0	43
-6.4	47	2.4	1981	-15.8	0	67
-6.7	48	2.4	1991	-15.9	0	137
-6.9	48	2.4	1974	-16	0	308
-7	49	1.5	1971	-15.9	0	670
-6.8	44	1.7	1858	-17	0.16	342
-5.6	38	2.9	1752	-17.6	0.55	213
-4.5	36	3.2	1736	-17.3	0.77	267
-3.4	32	3.1	1706	-17.7	1.02	297
-2.2	31	2.3	1910	-17	1.13	279
-1.5	30	2.8	1903	-16.8	1.1	270
-1.1	29	2.8	1976	-16.9	0.96	286
-0.4	30	2	2000	-15.9	0.62	299
-1.9	35	1.8	2000	-15.3	0.25	382
-3.1	39	2.1	2000	-15.1	0	637
-3.7	41	2	2000	-15	0	431
-3.9	44	2.5	2000	-14.3	0	294
-4.3	47	2.8	1997	-13.9	0	335
-5.2	53	1.3	1969	-13.3	0	291
-5.9	54	0.8	1968	-13.7	0	197
-6.3	54	1.4	1990	-14.1	0	159
-6.9	56	2.3	1994	-14.2	0	150
-7.3	57	2	1978	-14.3	0	123
-7.4	54	1.7	1968	-15.1	0	57
-7.5	55	1.3	1984	-15	0	38
-7.6	49	1.3	2000	-16.4	0	66
-7.6	47	2.3	2000	-16.9	0	120
-8.1	51	0.5	1987	-16.4	0	302
-8.6	55	0.6	1984	-16	0	646
-7.9	48	1.2	1926	-17	0.14	340
-6.4	43	1	1872	-16.9	0.43	197
-4.4	40	0.8	1671	-16	0.69	264
-2.9	33	0.9	1813	-16.9	0.92	290
-2	32	1	1864	-16.5	0.91	284
-0.8	32	1.4	1846	-15.4	0.78	262
-1.2	31	0.8	1732	-16.2	0.47	281
-1.4	34	1.8	1719	-15.2	0.3	309
-2.1	37	1.4	1591	-14.8	0.09	397
-2.6	38	1.4	1604	-14.9	0	603
-2.7	39	1.4	1616	-14.7	0	417
-2.8	39	1.7	1702	-14.8	0	311
-3.1	41	2	1742	-14.5	0	310
-3.6	46	1.3	1689	-13.5	0	306
-4	48	1.5	1536	-13.4	0	221
-4.7	52	1.8	1611	-13	0	202
-5.1	51	1.5	1550	-13.6	0	170
-5.3	52	1.6	1481	-13.6	0	118
-5.5	56	1.1	1453	-12.9	0	67
-5.1	55	1.7	1266	-12.7	0	47
-5.1	55	1.5	1452	-12.7	0	75
-5.1	54	1.3	1346	-12.9	0	123
-5.3	53	1.1	1300	-13.4	0	327
-5.3	51	1	1319	-13.8	0	665
-4.7	49	1.2	1550	-13.8	0.12	354
-3.3	50	1.3	1407	-12.2	0.4	232
-0.7	45	1.5	1429	-11.1	0.76	308
-0.3	45	2.2	1066	-10.8	1.01	362
0.9	43	2	1112	-10.2	0.98	312
1.4	41	2	1003	-10.4	0.99	343
1.5	34	2.8	1776	-12.6	0.84	333
1	34	2.9	2000	-13.1	0.61	329
-0.6	45	3.3	1827	-11	0.24	446
-1.8	44	2.2	1709	-12.4	0.01	635
-2.5	49	0.6	1436	-11.7	0	443
-3.4	51	1.1	1391	-12.1	0	322
-3.5	53	0.9	1353	-11.7	0	284
-3.8	53	1.3	1300	-12	0	281
-3.6	50	1.9	1284	-12.5	0	189
-4.3	52	1.6	1247	-12.7	0	184
-4.8	54	1.2	1219	-12.7	0	222
-5.5	56	1.4	1285	-12.9	0	176
-5.6	56	1	1367	-13	0	103
-5.9	61	1.1	1260	-12.2	0	61
-6.1	64	1	1231	-11.8	0	48
-6.5	67	0.7	1175	-11.6	0	69
-6.6	65	1	1320	-12	0	105
-6.5	62	1.1	1503	-12.5	0	186
-5.8	49	1.4	1728	-14.8	0.16	221
-3.5	39	2	1946	-15.4	0.54	204
-1.6	35	2.1	1812	-15.1	0.87	245
0	35	2.3	1672	-13.6	1.07	283
0.9	28	2.4	1895	-15.6	1.18	356
1.8	29	2	1693	-14.3	1.14	370
2.3	27	2.2	1877	-14.8	0.92	373
2.7	27	2.2	1811	-14.4	0.64	352
1.1	31	1.7	1989	-14.1	0.26	354
-0.6	37	1.6	1797	-13.5	0.01	271
-1.2	37	1.2	1663	-14	0	207
-2.1	41	1.1	1578	-13.6	0	189
-2.5	47	0.8	1495	-12.2	0	214
-2.6	47	1.6	1492	-12.3	0	218
-3.2	50	0.8	1429	-12.1	0	169
-3.8	48	0.7	1574	-13.2	0	192
-3.9	51	0.2	1535	-12.5	0	162
-4.4	53	0.3	1594	-12.5	0	128
-4.8	56	0.6	1505	-12.2	0	102
-5.1	60	0.7	1377	-11.6	0	62
-5.6	58	0.7	1350	-12.5	0	40
-5.5	52	0.7	1503	-13.8	0	38
-5.6	58	0.9	1368	-12.5	0	60
-5.3	53	1.1	1411	-13.4	0	122
-3.8	49	1.6	1371	-12.9	0.18	143
-1.8	40	1.8	1555	-13.6	0.48	179
0.5	35	1.4	1558	-13.2	0.75	214
1.1	34	0.9	1455	-13	0.6	278
1.4	34	0.8	1394	-12.7	0.5	265
1.9	32	0.7	1368	-13	0.41	331
2.7	31	0.9	1603	-12.7	0.43	368
2.6	32	1	1381	-12.4	0.27	333
2.3	33	0.2	1515	-12.3	0.13	349
1.8	34	1.2	1518	-12.4	0	270
1.6	35	1	1419	-12.2	0	246
1.3	38	0.4	1386	-11.4	0	233
1.2	39	0.6	1378	-11.2	0	236
1.1	40	0.5	1305	-11	0	214
1.1	39	0.6	1422	-11.3	0	149
0.9	42	1.1	1271	-10.5	0	149
0.9	42	0.2	1333	-10.5	0	109
0.8	42	0.5	1275	-10.6	0	77
0.9	43	0.4	1261	-10.2	0	53
1	43	0.8	1253	-10.2	0	46
0.8	42	1	1394	-10.6	0	67
0.8	45	0.7	1268	-9.8	0	159
0.7	44	0.8	1357	-10.1	0	374
0.7	45	0.7	1339	-9.9	0	701
0.8	47	0.9	1070	-9.2	0.05	387
1.3	43	0.8	971	-9.9	0.16	253
1.7	37	0.6	1062	-11.4	0.23	278
2.7	33	2.7	1281	-12	0.6	356
3	32	1.6	1518	-12.1	0.38	303
3.4	31	1.4	1267	-12.1	0.36	349
3.9	33	1.8	1293	-10.9	0.39	318
3.5	36	1.7	1702	-10.2	0.16	353
2.7	50	2.8	1957	-6.7	0.06	385
1.5	70	2.5	638	-3.3	0	316
0.9	88	1.6	290	-0.8	0	127
1	89	1.9	407	-0.6	0	144
0.7	77	6.7	692	-2.8	0	146
0.1	68	4.6	740	-5.1	0	149
-0.6	62	4.2	936	-6.9	0	112
-1.2	67	4.6	983	-6.5	0	100
-1.9	69	5	791	-6.8	0	107
-2.9	66	3.3	1515	-8.3	0	75
-3.4	67	3.2	1420	-8.6	0	52
-4.3	59	4.4	1451	-11.1	0	38
-5.1	48	3.2	1821	-14.4	0	52
-5.6	52	3.7	1785	-13.9	0	126
-5.9	57	3.1	1686	-13	0	245
-6	64	3.2	1384	-11.7	0	554
-6	61	2.5	1547	-12.3	0.13	320
-4.8	57	3	1559	-12	0.47	190
-3.9	51	4.5	1746	-12.5	0.73	247
-2.7	45	2.4	1707	-13	1.05	262
-2.6	45	4	1663	-12.9	1.11	265
-1.8	45	3.7	1922	-12.1	1.06	265
-2.4	51	4.6	1458	-11.1	0.46	257
-2.4	56	3.3	1541	-9.9	0.35	262
-2.9	66	3.6	743	-8.3	0.23	332
-3.8	58	1.7	1996	-10.8	0.01	558
-4.5	57	0.6	2000	-11.7	0	364
-4.9	59	0.6	1992	-11.6	0	302
-4.8	59	0.9	2000	-11.6	0	281
-4.2	67	1.6	503	-9.4	0	166
-4.9	80	0.7	690	-7.8	0	80
-5.2	82	0.8	152	-7.7	0	61
-5.6	75	1.7	1982	-9.3	0	78
-5.7	72	1.2	1925	-9.9	0	63
-6.1	70	1.1	2000	-10.6	0	40
-6.6	72	2.2	2000	-10.8	0	31
-7.3	75	1.6	2000	-10.9	0	39
-7.7	74	1.1	2000	-11.5	0	84
-8	70	1.8	2000	-12.5	0	158
-7.9	67	2.6	1896	-12.9	0	387
-7.7	62	3.6	1637	-13.7	0.13	225
-6.9	53	3.2	1576	-14.8	0.52	150
-6.4	49	4.5	1759	-15.3	0.86	168
-5.6	44	4.5	1830	-15.9	1.1	217
-5.1	43	4.7	1901	-15.7	1.18	207
-5.3	37	5.3	2000	-17.7	1.05	177
-5.3	33	4.8	2000	-19	0.99	193
-5.4	30	3.9	2000	-20.2	0.69	196
-6.5	34	4	2000	-19.8	0.31	266
-7.8	32	4.5	2000	-21.6	0.02	437
-8.5	35	2.9	2000	-21.2	0	259
-8.9	41	2.3	2000	-19.7	0	207
-9.4	47	2	2000	-18.6	0	214
-9.7	51	2.8	2000	-17.9	0	165
-10.2	53	3.3	1997	-17.9	0	139
-10.3	54	2.4	1988	-17.8	0	98
-10.6	55	2.9	1987	-17.9	0	100
-10.9	57	2.7	1900	-17.7	0	89
-11.2	59	2.9	1872	-17.6	0	38
-11.5	57	2.3	1899	-18.3	0	33
-11.9	61	1.8	1759	-17.9	0	42
-12	61	2.3	1709	-18	0	82
-12.3	59	2.3	1738	-18.6	0	203
-12.6	61	1.6	1610	-18.5	0	443
-12	53	2.6	1781	-19.6	0.16	227
-11.1	46	3.7	1638	-20.4	0.48	152
-10.2	41	3.5	1629	-20.9	0.84	146
-8.6	40	2.6	1700	-19.8	1.11	187
-8.6	41	3.4	1593	-19.5	1.2	178
-7.4	38	3.3	1718	-19.3	1.15	187
-8.3	42	3.8	1745	-18.9	0.93	181
-8.2	39	2.8	1807	-19.7	0.63	179
-9.3	43	2.8	1900	-19.6	0.28	219
-10.4	43	2.3	1985	-20.6	0.02	352
-10.9	44	3	2000	-20.7	0	251
-11.6	49	1.8	1953	-20.1	0	177
-12.4	51	2.2	1992	-20.4	0	162
-12.9	52	2.8	2000	-20.7	0	172
-13.2	51	1.5	1972	-21.2	0	119
-13.6	49	1.6	2000	-22	0	105
-13.7	47	3	2000	-22.6	0	99
-13.8	43	2.6	2000	-23.7	0	83
-14.1	45	1.8	2000	-23.4	0	42
-14.3	45	2	2000	-23.6	0	30
-14.6	45	1.1	2000	-23.9	0	35
-14.9	45	2.3	2000	-24.2	0	92
-15.1	45	0.9	2000	-24.4	0	189
-15.1	44	1.2	2000	-24.6	0	419
-14.9	40	1.2	1999	-25.5	0.16	196
-13	37	2.2	1960	-24.6	0.59	119
-11.2	31	2.4	1944	-25	0.94	140
-9.6	27	2	1945	-25.1	1.17	178
-8.2	29	2	1920	-23.1	1.19	177
-7.2	28	2.3	1990	-22.6	1.14	173
-6.5	26	2.4	1987	-22.8	0.96	177
-5.8	21	1.1	2000	-24.6	0.66	196
-6.5	22	1.5	2000	-24.7	0.28	259
-7.5	28	2	2000	-22.9	0.02	405
-8.2	32	1.1	2000	-22	0	273
-7.9	31	1.4	2000	-22.1	0	210
-7.4	33	1.4	2000	-20.9	0	184
-6.9	39	1.6	2000	-18.5	0	186
-6.7	36	1.3	1821	-19.3	0	144
-6.6	39	1.6	1930	-18.2	0	152
-6.5	45	0.5	1964	-16.4	0	168
-6.4	40	0.9	2000	-17.8	0	145
-6.5	42	0.7	1996	-17.3	0	77
-6.4	46	0.8	1993	-16.1	0	47
-6.3	51	0.8	2000	-14.8	0	40
-6.4	59	0.6	887	-13.1	0	42
-6.5	68	0.6	571	-11.4	0	43
-6.5	72	0.8	670	-10.7	0	67
-6.3	76	0.6	330	-9.8	0.05	102
-5.5	72	0.7	1354	-9.7	0.29	106
-4.8	70	1	1244	-9.4	0.21	133
-3.7	66	1.1	1140	-9.1	0.45	174
-2.5	62	1.4	1087	-8.7	0.66	212
-1.8	62	0.7	936	-8.1	0.55	215
-1.5	62	0.9	957	-7.8	0.28	251
-1.2	63	0.9	876	-7.3	0.19	249
-1.4	68	1	761	-6.5	0.11	277
-2.6	73	1	684	-6.7	0.01	223
-3.3	76	0.8	633	-6.9	0	167
-3.9	78	1.1	596	-7.1	0	158
-4.1	79	0.7	522	-7.2	0	156
-4.3	81	0.4	435	-7	0	168
-4.4	81	0.7	420	-7.1	0	131
-4.4	81	0.7	414	-7.1	0	149
-3.7	79	0.9	438	-6.8	0	150
-3.5	78	1	444	-6.7	0	111
-3.6	78	1.6	471	-6.8	0	79
-4	79	1.2	453	-7.1	0	48
-4.2	79	1.2	442	-7.3	0	29
-4.3	79	1.1	433	-7.4	0	49
-4.4	80	1.4	411	-7.3	0	59
-3.8	79	0.8	412	-6.9	0	81
-3.4	77	1.6	432	-6.8	0.12	118
-2.1	72	1.7	489	-6.4	0.34	134
-0.5	64	0.7	537	-6.4	0.49	174
1.2	58	0.8	550	-6.1	0.74	226
3	52	1.4	568	-5.9	0.9	272
3.7	53	0.6	592	-5	0.74	304
4.6	50	0.9	824	-4.9	0.62	353
5.3	49	1.8	982	-4.5	0.43	366
4.5	51	1.1	1244	-4.7	0.17	302
4.1	53	1.3	1132	-4.6	0	250
3.9	54	1.1	1102	-4.5	0	208
3.5	55	1	1100	-4.7	0	210
3.1	58	0.4	936	-4.3	0	213
2.8	60	0.6	829	-4.2	0	196
2.7	60	0.6	794	-4.3	0	144
3	60	0.5	842	-4	0	171
3	62	0.9	835	-3.5	0	122
3.6	65	0.9	959	-2.3	0	74
4.4	70	1.7	928	-0.6	0	58
4.9	73	1.8	881	0.4	0	38
5	76	1.9	808	1.1	0	55
4.9	83	3	582	2.2	0	82
4.4	87	1	357	2.4	0	209
4.1	85	1.1	470	1.7	0	444
3.9	86	1.7	399	1.7	0.11	303
4.2	82	2.2	560	1.3	0.22	212
4.7	75	2.3	533	0.6	0.54	254
6.2	64	1.9	549	-0.1	0.79	311
6.1	61	2.3	534	-0.8	0.91	309
7.1	52	2.1	646	-2.1	0.76	306
7.4	38	1.7	817	-6	0.63	349
7.5	37	0.9	813	-6.2	0.48	365
6.5	40	0.8	804	-6.1	0.23	455
5.2	44	1.3	647	-6	0	555
4.4	53	1.2	538	-4.3	0	444
3.7	58	1.3	474	-3.8	0	321
3.4	59	0.8	471	-3.8	0	334
3	61	1.6	460	-3.8	0	333
2.4	63	0.6	443	-3.9	0	230
1.8	67	1.2	387	-3.6	0	212
1.2	64	0.7	455	-4.8	0	207
0.5	72	0.7	385	-3.9	0	141
0.3	70	0.6	438	-4.5	0	81
0.8	65	0.7	502	-5	0	51
1.1	64	0.5	505	-4.9	0	58
1.2	69	0.6	436	-3.8	0	140
1.1	69	0.6	418	-3.9	0	318
1.2	68	0.6	411	-4	0	650
1.9	65	0.8	402	-3.9	0.06	376
2.7	60	0.5	392	-4.3	0.18	221
3.9	57	0.8	363	-3.8	0.28	256
5.2	52	1.2	349	-3.8	0.45	276
5.8	47	0.8	382	-4.6	0.53	296
6.5	43	0.8	468	-5.2	0.52	276
6.3	40	0.3	498	-6.3	0.19	250
5.8	50	0.9	547	-3.8	0.11	277
5.2	58	0.8	462	-2.4	0.08	381
4.9	59	1.4	427	-2.4	0	592
4.6	57	1	432	-3.2	0	409
4.5	58	0.8	383	-3	0	332
4.3	56	0.7	434	-3.7	0	342
4	57	0.3	430	-3.7	0	321
3.9	60	0.9	379	-3.1	0	242
3.5	62	0.4	382	-3.1	0	204
3.3	64	0.4	339	-2.8	0	183
3.1	65	0.8	310	-2.8	0	140
3	67	0.8	297	-2.5	0	75
3	68	0.5	322	-2.3	0	55
2.9	66	0.8	325	-2.8	0	72
2.7	71	1.1	270	-2	0	115
2.5	71	0.9	289	-2.2	0	272
2.6	70	0.6	296	-2.3	0	537
3	66	0.7	306	-2.7	0.12	337
4.3	58	0.5	401	-3.2	0.23	212
6	51	1	436	-3.3	0.55	270
8.1	51	1.4	367	-1.4	0.75	310
8	54	1.8	435	-0.7	0.57	273
7.7	54	2.6	313	-1	0.58	258
8.5	49	1.3	400	-1.6	0.73	278
8.3	54	1.2	330	-0.4	0.44	314
7.2	57	3.3	342	-0.7	0.19	380
5.2	62	2.9	503	-1.5	0.01	501
4.2	68	2.4	446	-1.1	0	360
3.5	72	1.7	361	-1	0	286
3.1	74	1.1	333	-1	0	320
2.8	74	0.5	309	-1.3	0	313
2.7	74	0.8	291	-1.4	0	227
2.7	73	1	290	-1.6	0	215
3.2	72	1.9	306	-1.3	0	190
3.3	73	1.2	288	-1	0	137
3.6	74	1.7	273	-0.6	0	95
3.3	80	2.1	232	0.1	0	50
2.6	82	2	229	-0.1	0	68
2.2	82	2	211	-0.5	0	107
1.5	86	1.1	189	-0.5	0	279
1.1	86	1.2	197	-0.9	0	537
1.2	84	2.1	210	-1.2	0.07	305
1.4	81	2.1	255	-1.5	0.21	188
1.8	75	1.8	301	-2.1	0.35	261
2.5	72	2.4	256	-2	0	267
3.5	54	3.2	463	-4.9	0.68	307
4.4	42	2.3	719	-7.4	0.72	301
4.2	36	2.3	957	-9.5	0.57	269
3.6	42	2.4	883	-8.1	0.29	328
2.8	46	2.1	858	-7.6	0.14	416
2	39	2.1	1259	-10.5	0.01	506
1.5	41	1	1210	-10.3	0	365
1.1	44	1.2	1171	-9.8	0	303
0.8	45	1.5	1184	-9.8	0	339
0.7	45	2	1084	-9.9	0	318
0.6	47	2.3	1046	-9.4	0	232
0.3	45	1.8	1154	-10.2	0	211
0	43	1.7	1250	-11.1	0	207
-0.3	44	1.7	1295	-11.1	0	140
-0.6	43	1.7	1316	-11.6	0	93
-0.7	45	1.4	1241	-11.1	0	58
-1.4	47	1.4	1301	-11.2	0	61
-1.8	49	1.4	1359	-11.1	0	151
-2	49	1.9	1281	-11.3	0	334
-2.5	50	1	1281	-11.5	0	648
-2.1	42	1.3	1519	-13.3	0.17	387
0	29	1.3	1592	-15.9	0.52	255
2.2	20	0.6	1794	-18.5	0.83	283
4.3	28	1.5	1858	-12.6	0.98	341
4.7	26	2.6	1370	-13.2	1.11	341
4.7	24	3.6	1552	-14.2	1.08	349
5.4	25	2.4	1686	-13.1	0.9	381
4.9	27	2.8	1648	-12.5	0.65	390
4.1	34	3.1	1810	-10.3	0.28	468
2.9	45	1.6	1629	-7.8	0.04	702
2	48	1.8	1519	-7.8	0	471
1.2	51	0.6	1544	-7.8	0	342
0.5	52	0.8	1595	-8.2	0	331
0	56	0.8	1544	-7.7	0	292
-0.5	59	0.9	1487	-7.5	0	236
-0.6	60	0.6	1433	-7.4	0	228
-0.9	64	0.4	1273	-6.8	0	258
-0.9	65	0.6	1369	-6.6	0	216
-0.9	65	0.2	1359	-6.6	0	118
-0.7	65	0.6	1226	-6.4	0	89
-0.3	62	0.6	862	-6.7	0	56
-0.1	60	0.4	1080	-6.9	0	50
0.2	60	0.3	1145	-6.6	0	101
0.3	63	0.4	1140	-5.9	0	191
0.9	63	0.9	1090	-5.3	0.07	234
2.1	60	1.2	1005	-4.8	0.3	259
3.7	59	1.8	978	-3.5	0.51	285
5.3	55	2.6	904	-3	0.85	325
6.3	55	3	792	-2	0.85	356
5.9	61	3.2	623	-1	0.52	334
6.3	55	3	355	-2	0.68	406
6.6	42	3	355	-5.4	0.48	352
5.7	53	1.8	276	-3.1	0.22	377
4.6	55	3.2	232	-3.6	0.03	283
3.5	66	1.7	187	-2.2	0	223
2.9	66	1.2	173	-2.8	0	219
2.1	48	2.8	346	-7.7	0	220
1.5	48	2.4	422	-8.3	0	232
0.8	53	1.7	382	-7.7	0	164
-0.3	60	1.9	340	-7.1	0	196
-0.8	58	0.4	400	-8	0	177
-1.5	63	1	380	-7.6	0	107
-2	60	0.5	474	-8.7	0	107
-2.3	47	0.7	984	-12.1	0	73
-2.6	49	1.1	1065	-11.8	0	32
-3.1	54	1.4	1037	-11.1	0	36
-3.2	54	1.2	1113	-11.2	0	61
-3.6	53	0.5	1227	-11.8	0	115
-3.2	46	0.8	1091	-13.2	0.15	152
-1.3	37	0.8	1070	-14.1	0.47	189
1.9	25	1	1493	-16.1	0.78	216
3.9	30	1.6	1085	-12.1	0.91	271
4.9	22	2	1446	-15	1	343
5.4	18	1.2	1923	-17	0.96	340
5.4	20	2.2	1890	-15.8	0.8	389
4.7	17	2.1	2000	-18.3	0.55	396
3.8	20	1.3	2000	-17.1	0.24	383
2.5	24	2	2000	-16	0.02	295
1.3	25	1.3	2000	-16.6	0	223
0.3	27	0.4	2000	-16.5	0	258
-0.1	29	0.5	2000	-16	0	237
-0.3	32	0.7	2000	-15	0	207
-0.4	32	0.6	2000	-15.1	0	170
-0.2	30	0.4	2000	-15.7	0	171
-0.2	32	0.7	2000	-14.9	0	97
-0.2	33	1.4	2000	-14.5	0	73
